DATE,GEOGRAPHY_LEVEL,GEOGRAPHY_NAME,FIPS,DEMOGRAPHIC_GROUP,DEMOGRAPHIC_CATEGORY,PARTIALLY_OR_FULLY_VACCINATED_PERSONS,FULLY_VACCINATED_PERSONS,POPULATION,PARTIALLY_OF_FULLY_VACCINATED_PERCENT,FULLY_VACCINATED_PERCENT,TOTAL_DOSES_ADMINISTERED,TOTAL_DOSES_DISTRIBUTED,SOURCEINFO,USAFACTS_INGESTION_DATE
"2021-03-25","State","Missouri","29","Total","Total","1452035.00000","789831.00000","6137428.00000","0.23658688949","0.12869087833","2276318.00000","3091485.00000","CDC State and National Vaccination Data","2021-03-26T09:26:54.453Z"
"2021-03-01","State","Missouri","29","Total","Total","894338.00000","464382.00000","6137428.00000","0.14571869519","0.07566394262","1375027.00000","1694635.00000","CDC State and National Vaccination Data","2021-03-02T08:25:28.284Z"
"2021-02-27","State","Missouri","29","Total","Total","834145.00000","432728.00000","6137428.00000","0.13591116670","0.07050640757","1278087.00000","1694635.00000","CDC State and National Vaccination Data","2021-02-28T08:25:20.364Z"
"2021-02-13","State","Missouri","29","Total","Total","592128.00000","205645.00000","6137428.00000","0.09647819901","0.03350670672","806902.00000","1129875.00000","CDC State and National Vaccination Data","2021-02-14T08:25:17.147Z"
"2021-05-04","State","Rhode Island","44","Total","Total","567918.00000","409424.00000","1059361.00000","0.53609487229","0.38648203964","947446.00000","1169975.00000","CDC State and National Vaccination Data","2021-05-05T09:25:20.283Z"
"2021-05-02","State","Rhode Island","44","Total","Total","564534.00000","400124.00000","1059361.00000","0.53290049379","0.37770316257","934703.00000","1151925.00000","CDC State and National Vaccination Data","2021-05-03T09:25:17.251Z"
"2021-03-20","State","Rhode Island","44","Total","Total","299515.00000","148748.00000","1059361.00000","0.28273175999","0.14041294705","440476.00000","513495.00000","CDC State and National Vaccination Data","2021-03-21T09:25:45.604Z"
"2021-02-28","State","Rhode Island","44","Total","Total","181943.00000","74687.00000","1059361.00000","0.17174787443","0.07050193466","256755.00000","308415.00000","CDC State and National Vaccination Data","2021-03-01T08:25:19.651Z"
"2021-01-22","State","Rhode Island","44","Total","Total","49932.00000","12023.00000","1059361.00000","0.04713407422","0.01134929453","61974.00000","136225.00000","CDC State and National Vaccination Data","2021-02-01T12:23:36.988Z"
"2021-01-21","State","Rhode Island","44","Total","Total","47859.00000","11136.00000","1059361.00000","0.04517723420","0.01051199733","59014.00000","127450.00000","CDC State and National Vaccination Data","2021-02-01T12:22:28.310Z"
"2021-06-15","State","Utah","49","Total","Total","1510786.00000","1134602.00000","3205958.00000","0.47124322901","0.35390419962","2736339.00000","3170040.00000","CDC State and National Vaccination Data","2021-06-16T09:25:18.005Z"
"2021-05-27","State","Utah","49","Total","Total","1439758.00000","1026238.00000","3205958.00000","0.44908822885","0.32010338251","2561967.00000","3067560.00000","CDC State and National Vaccination Data","2021-05-28T09:25:18.187Z"
"2021-05-21","State","Utah","49","Total","Total","1402667.00000","989051.00000","3205958.00000","0.43751883212","0.30850404154","2490885.00000","3019110.00000","CDC State and National Vaccination Data","2021-05-22T13:25:16.271Z"
"2021-05-13","State","Utah","49","Total","Total","1347636.00000","916716.00000","3205958.00000","0.42035360413","0.28594136292","2367479.00000","2893160.00000","CDC State and National Vaccination Data","2021-05-14T09:25:23.273Z"
"2021-04-29","State","Utah","49","Total","Total","1254474.00000","749497.00000","3205958.00000","0.39129458340","0.23378253864","2116081.00000","2522960.00000","CDC State and National Vaccination Data","2021-04-30T09:25:29.983Z"
"2021-02-25","State","Utah","49","Total","Total","378311.00000","168462.00000","3205958.00000","0.11800248163","0.05254653991","662012.00000","787680.00000","CDC State and National Vaccination Data","2021-02-26T08:25:22.105Z"
"2021-01-21","State","Utah","49","Total","Total","166334.00000","17275.00000","3205958.00000","0.05188277576","0.00538840496","189578.00000","337825.00000","CDC State and National Vaccination Data","2021-02-01T12:22:33.047Z"
"2021-06-19","State","Utah","49","Total","Total","1517958.00000","1150451.00000","3205958.00000","0.47348031384","0.35884780774","2759029.00000","3196670.00000","CDC State and National Vaccination Data","2021-06-20T09:25:24.092Z"
"2021-03-29","State","Utah","49","Total","Total","784153.00000","350096.00000","3205958.00000","0.24459241200","0.10920168012","1276193.00000","1500500.00000","CDC State and National Vaccination Data","2021-03-30T09:26:45.341Z"
"2021-06-15","State","Maryland","24","Total","Total","3606637.00000","3158721.00000","6045680.00000","0.59656432362","0.52247571820","6522297.00000","8296970.00000","CDC State and National Vaccination Data","2021-06-16T09:25:18.005Z"
"2021-06-03","State","Maryland","24","Total","Total","3491192.00000","2931258.00000","6045680.00000","0.57746887033","0.48485166267","6186967.00000","8101660.00000","CDC State and National Vaccination Data","2021-06-04T13:25:21.229Z"
"2021-06-02","State","Maryland","24","Total","Total","3483315.00000","2915393.00000","6045680.00000","0.57616595652","0.48222747482","6163133.00000","7954430.00000","CDC State and National Vaccination Data","2021-06-03T09:25:18.807Z"
"2021-05-27","State","Maryland","24","Total","Total","3424693.00000","2835588.00000","6045680.00000","0.56646944595","0.46902714004","6030957.00000","7753840.00000","CDC State and National Vaccination Data","2021-05-28T09:25:18.187Z"
"2021-05-16","State","Maryland","24","Total","Total","3220987.00000","2558169.00000","6045680.00000","0.53277497320","0.42313999418","5562579.00000","7154150.00000","CDC State and National Vaccination Data","2021-05-17T17:25:26.814Z"
"2021-05-10","State","Maryland","24","Total","Total","3112874.00000","2363446.00000","6045680.00000","0.51489228672","0.39093137579","5268016.00000","6647830.00000","CDC State and National Vaccination Data","2021-05-11T09:25:28.856Z"
"2021-04-25","State","Maryland","24","Total","Total","2800331.00000","1916292.00000","6045680.00000","0.46319537256","0.31696881079","4525719.00000","5544960.00000","CDC State and National Vaccination Data","2021-04-26T09:25:23.391Z"
"2021-04-18","State","Maryland","24","Total","Total","2581378.00000","1679382.00000","6045680.00000","0.42697893372","0.27778215188","4063087.00000","4967520.00000","CDC State and National Vaccination Data","2021-04-19T13:25:14.522Z"
"2021-03-30","State","Maryland","24","Total","Total","1842092.00000","1007396.00000","6045680.00000","0.30469558428","0.16663071813","2736823.00000","3531380.00000","CDC State and National Vaccination Data","2021-03-31T09:25:13.761Z"
"2021-03-26","State","Maryland","24","Total","Total","1717992.00000","919958.00000","6045680.00000","0.28416853026","0.15216782893","2532593.00000","3295620.00000","CDC State and National Vaccination Data","2021-03-27T09:25:23.431Z"
"2021-03-16","State","Maryland","24","Total","Total","1363597.00000","765676.00000","6045680.00000","0.22554898705","0.12664844980","2033434.00000","2583900.00000","CDC State and National Vaccination Data","2021-03-17T09:25:27.953Z"
"2021-03-06","State","Maryland","24","Total","Total","1033233.00000","569997.00000","6045680.00000","0.17090434823","0.09428170198","1606378.00000","2116560.00000","CDC State and National Vaccination Data","2021-03-07T08:26:38.273Z"
"2021-02-12","State","Maryland","24","Total","Total","580112.00000","197848.00000","6045680.00000","0.09595479748","0.03272551640","778790.00000","1188700.00000","CDC State and National Vaccination Data","2021-02-13T12:25:21.117Z"
"2021-01-31","State","Maryland","24","Total","Total","422218.00000","82743.00000","6045680.00000","0.06983796694","0.01368630162","505454.00000","884650.00000","CDC State and National Vaccination Data","2021-02-01T08:25:16.627Z"
"2021-06-17","State","Michigan","26","Total","Total","5047582.00000","4540507.00000","9986857.00000","0.50542247676","0.45464824419","9185561.00000","11486550.00000","CDC State and National Vaccination Data","2021-06-18T09:25:15.964Z"
"2021-06-10","State","Michigan","26","Total","Total","4971722.00000","4376010.00000","9986857.00000","0.49782649336","0.43817689589","8952922.00000","11411120.00000","CDC State and National Vaccination Data","2021-06-11T13:25:22.585Z"
"2021-06-03","State","Michigan","26","Total","Total","4894011.00000","4234717.00000","9986857.00000","0.49004516636","0.42402900132","8742979.00000","11259530.00000","CDC State and National Vaccination Data","2021-06-04T13:25:21.229Z"
"2021-02-09","State","Michigan","26","Total","Total","950705.00000","343580.00000","9986857.00000","0.09519561560","0.03440321615","1309883.00000","1846625.00000","CDC State and National Vaccination Data","2021-02-10T08:25:20.460Z"
"2021-06-18","State","Minnesota","27","Total","Total","3164026.00000","2807936.00000","5639632.00000","0.56103412421","0.49789347957","5712582.00000","6466740.00000","CDC State and National Vaccination Data","2021-06-19T09:25:15.002Z"
"2021-05-07","State","Minnesota","27","Total","Total","2736645.00000","2066477.00000","5639632.00000","0.48525240654","0.36642053950","4577431.00000","5311180.00000","CDC State and National Vaccination Data","2021-05-08T09:25:25.731Z"
"2021-02-16","State","Minnesota","27","Total","Total","669293.00000","236228.00000","5639632.00000","0.11867671508","0.04188713022","908875.00000","1165050.00000","CDC State and National Vaccination Data","2021-02-17T08:25:24.753Z"
"2021-01-27","State","Minnesota","27","Total","Total","298902.00000","75844.00000","5639632.00000","0.05300026668","0.01344839521","375395.00000","787875.00000","CDC State and National Vaccination Data","2021-02-01T12:28:20.060Z"
"2021-06-03","State","New Jersey","34","Total","Total","5400721.00000","4389480.00000","8882190.00000","0.60803934615","0.49418893313","9195623.00000","11020665.00000","CDC State and National Vaccination Data","2021-06-04T13:25:21.229Z"
"2021-05-01","State","New Jersey","34","Total","Total","4615887.00000","3253642.00000","8882190.00000","0.51967893053","0.36631078597","7381197.00000","8769795.00000","CDC State and National Vaccination Data","2021-05-02T13:25:21.379Z"
"2021-02-23","State","New Jersey","34","Total","Total","1205639.00000","546919.00000","8882190.00000","0.13573668206","0.06157479180","1759059.00000","2114690.00000","CDC State and National Vaccination Data","2021-02-24T12:25:29.944Z"
"2021-01-24","State","New Jersey","34","Total","Total","468760.00000","65164.00000","8882190.00000","0.05277527276","0.00733647895","535625.00000","989900.00000","CDC State and National Vaccination Data","2021-02-01T12:25:22.011Z"
"2021-01-19","State","New Jersey","34","Total","Total","354653.00000","43879.00000","8882190.00000","0.03992855366","0.00494011049","400148.00000","658800.00000","CDC State and National Vaccination Data","2021-01-20T10:04:32.264Z"
"2021-06-04","State","New York State","36","Total","Total","10947837.00000","9243929.00000","19453561.00000","0.56276776267","0.47517927438","19876849.00000","22944965.00000","CDC State and National Vaccination Data","2021-06-05T09:25:27.201Z"
"2021-05-20","State","New York State","36","Total","Total","10270385.00000","8522398.00000","19453561.00000","0.52794370141","0.43808935547","18395906.00000","21776965.00000","CDC State and National Vaccination Data","2021-05-21T17:25:10.208Z"
"2021-04-21","State","New York State","36","Total","Total","8552612.00000","5789997.00000","19453561.00000","0.43964249013","0.29763172922","14003973.00000","16746585.00000","CDC State and National Vaccination Data","2021-04-22T09:25:29.436Z"
"2021-04-06","State","New York State","36","Total","Total","6757369.00000","4151808.00000","19453561.00000","0.34735897453","0.21342149131","10761342.00000","13361745.00000","CDC State and National Vaccination Data","2021-04-07T09:26:43.698Z"
"2021-04-02","State","New York State","36","Total","Total","6285658.00000","3714514.00000","19453561.00000","0.32311092041","0.19094262485","9914326.00000","12458595.00000","CDC State and National Vaccination Data","2021-04-03T09:26:31.177Z"
"2021-03-21","State","New York State","36","Total","Total","4980453.00000","2415638.00000","19453561.00000","0.25601754866","0.12417459199","7371644.00000","9586045.00000","CDC State and National Vaccination Data","2021-03-22T09:26:34.789Z"
"2021-03-08","State","New York State","36","Total","Total","3579978.00000","1749225.00000","19453561.00000","0.18402687302","0.08991798468","5416301.00000","7010045.00000","CDC State and National Vaccination Data","2021-03-08T12:27:00.680Z"
"2021-03-06","State","New York State","36","Total","Total","3300056.00000","1655487.00000","19453561.00000","0.16963763087","0.08509943244","5042187.00000","7010045.00000","CDC State and National Vaccination Data","2021-03-07T08:26:38.273Z"
"2021-02-08","State","New York State","36","Total","Total","1767666.00000","554262.00000","19453561.00000","0.09086593452","0.02849154456","2418074.00000","3378300.00000","CDC State and National Vaccination Data","2021-02-09T08:25:21.339Z"
"2021-02-02","State","New York State","36","Total","Total","1541235.00000","353127.00000","19453561.00000","0.07922636889","0.01815230641","1966446.00000","2987075.00000","CDC State and National Vaccination Data","2021-02-03T08:25:20.455Z"
"2021-05-15","State","North Carolina","37","Total","Total","4310158.00000","3547910.00000","10488084.00000","0.41095761628","0.33828009005","7692414.00000","10876760.00000","CDC State and National Vaccination Data","2021-05-16T09:25:21.341Z"
"2021-05-14","State","North Carolina","37","Total","Total","4293827.00000","3520841.00000","10488084.00000","0.40940051586","0.33569916107","7650103.00000","10687660.00000","CDC State and National Vaccination Data","2021-05-15T09:25:22.293Z"
"2021-05-02","State","North Carolina","37","Total","Total","4157863.00000","3169834.00000","10488084.00000","0.39643685157","0.30223194246","7168548.00000","9907630.00000","CDC State and National Vaccination Data","2021-05-03T09:25:17.251Z"
"2021-03-30","State","North Carolina","37","Total","Total","2983429.00000","1684002.00000","10488084.00000","0.28445891547","0.16056335933","4609430.00000","5775070.00000","CDC State and National Vaccination Data","2021-03-31T09:25:13.761Z"
"2021-03-28","State","North Carolina","37","Total","Total","2952779.00000","1653037.00000","10488084.00000","0.28153655139","0.15761096116","4549839.00000","5680940.00000","CDC State and National Vaccination Data","2021-03-29T09:26:21.664Z"
